,content,tags,data,place
104,게슴츠레??뒤로 넘길수록 이빨 시강??#코로나 #코로나일상 #푸들 #puppy #poodle #애견인 #애견인소통 #애견인맞팔 #반려견 #반려인 #댕댕이 #멍멍이 #멍스타그램 #강아지 #강아지스타그램 #강아지그램 #?? #데일리 #daily #일상 #일상스타그램,"['#코로나', '#코로나일상', '#푸들', '#puppy', '#poodle', '#애견인', '#애견인소통', '#애견인맞팔', '#반려견', '#반려인', '#댕댕이', '#멍멍이', '#멍스타그램', '#강아지', '#강아지스타그램', '#강아지그램', '#??', '#데일리', '#daily', '#일상', '#일상스타그램']",2021-01-17,
105,책과 책을볼수있는 시간을 선물한 남편일요일 남편늦잠=꿀같은 책읽는 시간고마워요 신랑??#남편선물#달러구트꿈백화점다읽으면 또 무슨책 읽을까#럽스타그램#신혼그램#부부그램#새댁일상#새댁소통#소통#데일리#좋아요#맞팔#코로나일상#책추천#책#bookstagram#주말,"['#남편선물', '#달러구트꿈백화점다읽으면', '#럽스타그램', '#신혼그램', '#부부그램', '#새댁일상', '#새댁소통', '#소통', '#데일리', '#좋아요', '#맞팔', '#코로나일상', '#책추천', '#책', '#bookstagram', '#주말']",2021-01-17,
106,쓸쓸한 겨울....외로운딸....강쥐하나 데려와야하나...#겨울 #코로나일상 #독고다이인생 #동탄호수공원,"['#겨울', '#코로나일상', '#독고다이인생', '#동탄호수공원']",2021-01-17,
107,-코로나로 힘든 요즘 라떼 한잔씩 나눔??#homecafe#커피#coffee#에스프레소#espresso#Americano#코로나일상#covid19#covid_19#취미생활#에스프레소머신#그라인더#수동카페 #수동머신#플레어에스프레소#플레어에스프레소프로#flairespresso#flair#flairpro2#royalgrinder #로얄그라인더#벨맨스티머#bellman#라떼#latte #카푸치노#Cappuccino#착한일하기,"['#homecafe', '#커피', '#coffee', '#에스프레소', '#espresso', '#Americano', '#코로나일상', '#covid19', '#covid_19', '#취미생활', '#에스프레소머신', '#그라인더', '#수동카페', '#수동머신', '#플레어에스프레소', '#플레어에스프레소프로', '#flairespresso', '#flair', '#flairpro2', '#royalgrinder', '#로얄그라인더', '#벨맨스티머', '#bellman', '#라떼', '#latte', '#카푸치노', '#Cappuccino', '#착한일하기']",2021-01-17,
108,일요일이라 좋구나??밥은 안주고 자꾸 빵준다고궁시렁 대는 짝지야뭐든 배만 채우면되지~~#1도안맞음,['#1도안맞음'],2021-01-17,
109,맨손톱 3년만에??,[],2021-01-17,
110,J had fun with grandma and grandpa ??????.지우는 할머니 할아버지랑 토요일 신나게 신나게~~~............#smile #babiesofinstagram #mybaby #myangel #mylove #darling #plump #chubby #momlife #sweet #4yearsold #mydaughter #cute #adorable #코로나일상 #happy #baby #babygirl #아기 #여자아기 #우리딸 #instalove #4돌 #육아 #초보맘 #원숭이띠맘 #일상 #딸바보 #베이비 #베이비그램,"['#smile', '#babiesofinstagram', '#mybaby', '#myangel', '#mylove', '#darling', '#plump', '#chubby', '#momlife', '#sweet', '#4yearsold', '#mydaughter', '#cute', '#adorable', '#코로나일상', '#happy', '#baby', '#babygirl', '#아기', '#여자아기', '#우리딸', '#instalove', '#4돌', '#육아', '#초보맘', '#원숭이띠맘', '#일상', '#딸바보', '#베이비', '#베이비그램']",2021-01-17,
111,이틀연속 주말아침엔 #토스트나는 #아보카도 넣은걸루 #모닝커피 한사발#집콕생활 #브런치 #샌드위치 #토스트#아보카도 #방울토마토#코로나19 #소소한일상 #코로나일상#홈카페 #핸드드립커피 #홈메이드커피#커피스타그램 #먹방스타그램 #먹스타그램#주부스타그램,"['#토스트나는', '#아보카도', '#모닝커피', '#집콕생활', '#브런치', '#샌드위치', '#토스트', '#아보카도', '#방울토마토', '#코로나19', '#소소한일상', '#코로나일상', '#홈카페', '#핸드드립커피', '#홈메이드커피', '#커피스타그램', '#먹방스타그램', '#먹스타그램', '#주부스타그램']",2021-01-17,"엄사면, 계룡시"
112,#하트다그렸어엄마한테 하트도 그려주고??#뒤에귀요미시끄럽네#강아지사랑#사랑해아들,"['#하트다그렸어엄마한테', '#뒤에귀요미시끄럽네', '#강아지사랑', '#사랑해아들']",2021-01-17,
113,#어제코로나로 잠시 문닫은 할미탁구장가서 우리끼리 마스크벗고 놀기??“엄마~ 마스크 벗고 노니깐 너무 좋아요”라고 말하는 지오 보니깐 너무 짠하네...나랑 오빠도 덕분에 야매탁구 재밌게 치고 아이들도 실컷 뛰어놀고 다 놀고나서 지오가 챙겨온 색종이로 종이접기까지??몇시간을 놀았는지 집오는 길 킥보그카며 지친아이들하지만 낮잠은 안잤다는??#오빠지못미??#지오서우????????,"['#어제코로나로', '#오빠지못미\U0001f978', '#지오서우????????']",2021-01-17,
114,"@eunjin_gina 님의 지목으로 참여하는 #집콕커피챌린지 입니다??오전에 창문 열어놓고 시원하고 상쾌한 바람 쐬니, 나가지 못하고 여행도 못가는 현실이 안타까워 호텔 조식 먹는 느낌이라도 내보자??해서 브런치를 먹기로했어요. 커피 챌린지와 어울릴 것 같은 메뉴로 구성한다고 했는데 괜찮은가요?ㅎㅎ불란서 너낌으로다가 차리느라 크로아상에 컬리 엔다이브, 슬라이스 체다치즈, 모타델라 넣어 샌드위치 만들고 조식 메뉴에 빠질 수 없는 베이컨과 계란도???? @cheese_boutique 에서 산 maple bacon인데 메이플 향은  느껴지지 않지만 두께감이 있고 담백해서 캐나다에서 먹은 베이컨 중 제일 맛있다ㅎㅎ???? 블러드 오렌지를 토핑으로 올린 샐러드 드레싱은 시트러스 계열로 통일하면 더욱 맛있어서 #유자청 , 올리브오일, 소금/후추 톡톡 ??@eatalytoronto 에서 산 스모크드 올리브오일은 맛이 진하고 특유의 우디한 향과 바디감(?)이 느껴져서 일반 엑스트라 버진 올리브유보다 더 손이 자주간다??(특히 샐러드 드레싱이나 빵 찍어먹을 때 그 진가를 발휘하는듯)갓내린 커피와 함께 먹으니 기분은 마치 프랑스 파리 노천카페에 앉아있는듯 하넹??#집밥일기 #집밥 #빵런치 #주말식탁 #크루아상샌드위치 #스모크드올리브오일 #모타델라 #샤퀴테리 #내맘대로샌드위치 #잇탈리 #메이플베이컨 #블러드오렌지 #유자샐러드 #유자청 #코로나일상 #집콕중 #집콕챌린지","['#집콕커피챌린지', '#유자청', '#집밥일기', '#집밥', '#빵런치', '#주말식탁', '#크루아상샌드위치', '#스모크드올리브오일', '#모타델라', '#샤퀴테리', '#내맘대로샌드위치', '#잇탈리', '#메이플베이컨', '#블러드오렌지', '#유자샐러드', '#유자청', '#코로나일상', '#집콕중', '#집콕챌린지']",2021-01-16,"Toronto, Ontario"
115,블링블링 예쁜 우리컵 #벨르코스머그컵 ??#이니셜머그컵,"['#벨르코스머그컵', '#이니셜머그컵']",2021-01-14,
116,블링블링 예쁜 우리컵 #벨르코스머그컵 ??#이니셜머그컵 이라 더 특별한^^ 추운 요즘 따뜻한 차 많이 드세요~??????#집콕 #코로나 #지친다,"['#벨르코스머그컵', '#이니셜머그컵', '#집콕', '#코로나', '#지친다']",2021-01-14,
117,"굿모닝이예요?오늘까지 사우나패치 공구해요??전 생리통에 넘 좋아서 사우나패치를 좋아하는데요셀룰라이트 감소 인증 있는 것도 넘 좋아요????사우나 패치 따뜻함을 느끼는 순간내 지방은 이미 타고있어요????피부 무자극도 인증 완료???체온이 1도 올라가면 면역력이 5배나 올라간다??올 겨울 사우나 패치로 내 건강은 내가 지켜요??????????????잊지마,, 넌 이미 좋은 사람이야비중 없는 조연들은 그냥 지나가게 두자다른 사람에게 인정 받으려고 애쓰기보다스스로를 돌보는 게 먼저야어차피 그 대상은 계속해서 바뀌기 마련이거든내가 나의 소중함을 알 때그 누구에게라도 사랑받을 수 있어-좋은 사람에게만 좋은 사람이면 돼-?? 사우나 패치는 1박스도 무배2박스 구매시 2장 + 적립금 5천원 증정4박스 구매시 1박스 + 적립금 1만원 증정6박스 구매시 1박스 2장 + 적립금 2만원 증정?? 주문/상담 프로필 링크 @chien__j 클릭#시앙제이",['#시앙제이'],2021-01-17,
118,????????????????늦잠 자고 일어나서 급하게 차린 남편 #생일상 아침부터 고기먹고 힘내라 사장님아...!#오늘도화이팅 ?? ????????????????#hbd #생축?? ??,"['#생일상', '#오늘도화이팅', '#hbd', '#생축??']",2021-01-17,
119,드디어 내일부터 오프라인 수업!!#신난다신난다?? #7세영어공부#엄마를닮아잠이많은두찌#엄마좌절???♀???,"['#신난다신난다??', '#7세영어공부', '#엄마를닮아잠이많은두찌', '#엄마좌절??\u200d♀???']",2021-01-17,
120,"울 간절기자켓, 3월 초까지?????♀?",[],2021-01-17,
121,"??New York, USA.집에서 고작 두 블럭 떨어져 있는 뉴욕의 명물 Vessel. 연말에 반짝이는 크리스마스 데코가 한창이었는데도 코로나 이후론 집 밖으로 잘 나가지 않던 탓에 전혀 모르고 있다가 뒤늦게 사진을 찍으러 갔다. 반짝반짝 불빛과 매칭되는 LED 마스크를 끼고서..아무리 코로나로 많은 곳들이 닫았다 해도 뉴욕은 여전히 멋진 도시인 것을. 이직 결정이 나고 샌프란시스코로 다시 이사가야하게 되자 비로소 내가 잊고 있던 주변을 둘러보기 시작했다. 떠나기 전까지 더 많이 뉴욕이란 도시를 즐기다가 가야겠다고..새해 다짐 중 하나로 요새는 매주 한번씩 출사를 간다. 뉴욕의 유명한 랜드마크에 가서 코로나 덕에 인파가 적은 틈을 틈타 인생샷을 많이많이 남기는 것이 목표. 내가 이십대의 일부를 세계에서 가장 유명한 도시에서 보냈다는 것을 오래 기억할 수 있도록..#인생샷이다예",['#인생샷이다예'],2021-01-17,The Vessel
122,조식...#심심 #요색남코스프레 #집구석 #코로나일상 #토스트 #가니쉬 #버터감자,"['#심심', '#요색남코스프레', '#집구석', '#코로나일상', '#토스트', '#가니쉬', '#버터감자']",2021-01-17,수내동 양지마을
123,집에서 놀기~엄마는 정적인 활동 아빠는 동적인 활동 ㅎㅎ위 사서 다른게임은 못하게하고오로지 저스트댄스만하게하는유난떠는 나 ㅎㅎ오늘도 신나게 놀자!! 주말이당~~#홈놀이 #justdance2021 #미션임파서블#고무줄놀이 #코로나일상,"['#홈놀이', '#justdance2021', '#미션임파서블', '#고무줄놀이', '#코로나일상']",2021-01-17,
124,아침부터 핵한파에 꽁꽁 싸매고.출장가는 여보님 따라가기#임신9개월차 #임산부 #임신스타그램 #핵추위?? #셀카 #셀카그램 #목도리칭칭감고 #기차타기#첨타는ktx ㅋㅋ#ktx #기차안마스크착용필수?? #기차안#코로나일상 #출장따라가기 #부산행ktx,"['#임신9개월차', '#임산부', '#임신스타그램', '#핵추위??', '#셀카', '#셀카그램', '#목도리칭칭감고', '#기차타기', '#첨타는ktx', '#ktx', '#기차안마스크착용필수??', '#기차안', '#코로나일상', '#출장따라가기', '#부산행ktx']",2021-01-17,KTX
125,"요즘 선우가 꽂힌 '고등어밥상 핑크라벨 고등어'며칠전 배송 받아 구워준 이후 매일 ""고등어 먹어요~""라며.그래서 어제 낮에도 애들은 고등어구이, 우린 명동찌개마을표 매운갈비찜. 저녁엔 또다시 냉파.어제 먹다남은 김밥 굽고 어묵탕 끓이고 함박크림떡볶이 해서 애들 먹이고,우린 ""올겨울 들어 한번도 홍합 제대로 못먹었어.. ""라는 나의 사심가득 담아 와인홍합찜.#광명맘 #토욜도집콕 #코로나일상 #지겹다 #돌밥 #고등어밥상 고등어 #울선우최애고등어 #매운갈비찜 #함박크림떡볶이 #나혼산영향 #어묵탕 #와인홍합찜 #토욜점심저녁 #답답함을 먹는걸로해소중","['#광명맘', '#토욜도집콕', '#코로나일상', '#지겹다', '#돌밥', '#고등어밥상', '#울선우최애고등어', '#매운갈비찜', '#함박크림떡볶이', '#나혼산영향', '#어묵탕', '#와인홍합찜', '#토욜점심저녁', '#답답함을']",2021-01-17,경기도 광명시 소하동 우리집
126,"오늘도 뛴다 점핑~ 점핑~~ 쩜쩜쩜쩜삥~~?? 2주째 리얼집콕. 진짜 밖을 한번 안나가고 잠옷 바람에 집에서만 뛰고 구르고 자고,, 이렇게도 살 수 있구나..를 경험하는 중이닷. 코로나가 너무 심해져서 이제는 진짜 겁나는 요즘,, 마트 가서 젤 많이 걸린다 그래서 마트도 다 배달시키고;; 삼시세끼 밥하고 집안일 하고 애들이랑 놀아줘야되고 같이 트램폴린 뛰고 밤마다 모노폴리하고 이제 몸이 아푸다 못해 뼈도 아푸다. 진정 코로나가 좀 사그라들었으면;;;;; 합니다.. 제발~ 플리즈~!!!!! .#집콕일상 #코로나일상 #트램폴린 #jumping #trampoline #dailyroutine #오씨맘 #brothers #boys #family #아들스타그램 #일상 #미국맘 #미국일상","['#집콕일상', '#코로나일상', '#트램폴린', '#jumping', '#trampoline', '#dailyroutine', '#오씨맘', '#brothers', '#boys', '#family', '#아들스타그램', '#일상', '#미국맘', '#미국일상']",2021-01-17,
127,"일요일 아침.맥모닝이 먹고싶다는 아들.엄마는 아주아주 땡큐하지.,,,#엄마일상#주말일상#주말아침#아침일상#코로나일상#집콕중#외동맘#외동아들#아들키우기#맥도날드#맥플러리#맥모닝#맥머핀#소세지에그맥머핀#베이컨토마토머핀","['#엄마일상', '#주말일상', '#주말아침', '#아침일상', '#코로나일상', '#집콕중', '#외동맘', '#외동아들', '#아들키우기', '#맥도날드', '#맥플러리', '#맥모닝', '#맥머핀', '#소세지에그맥머핀', '#베이컨토마토머핀']",2021-01-17,
128,바다. 산보고싶었고보았고좋았다.가슴이 뻥 뚫린 기분 설명못함#코로나일상 #식당안감 #사람접촉없음 #여행을이렇게해야하나 #조심조심여행#그래도힐링??,"['#코로나일상', '#식당안감', '#사람접촉없음', '#여행을이렇게해야하나', '#조심조심여행', '#그래도힐링??']",2021-01-17,
129,"-여유로운 일요일 아침 아이들이 좋아하는 남표니표 프렌치토스트에내가 좋아하는 무화과잼을 스프레드해서,입안가득 토도독 터지는 신선한 블루베리와 함께!거 기 다내사랑 황쌤이 만들어 준 감동의ONLY FOR ME 단팥죽에 우유까지 곁들여 먹으니 세상 부러울 것 없는 ?????????????????? ♥----#일요일아침이제일좋은안주부#일주일중가장좋아하는일요일#일요일아침 #아침밥 #밤은없다 #홈카페 #예쁜컵 #육아맘 #아들맘 #딸맘 #애둘맘 #코로나일상 #jmt #jmtgr #예쁜그릇 #예쁜접시 #인스타감성 #홈스타그램 #살림스타그램 #줌마그램 #맘스타그램 #젊줌마 #줌마일상 #초딩맘 #부산맘 #해운대맘 #w스퀘어 #코코로쏘잉 #좋아요반사 #lfl","['#일요일아침이제일좋은안주부', '#일주일중가장좋아하는일요일', '#일요일아침', '#아침밥', '#밤은없다', '#홈카페', '#예쁜컵', '#육아맘', '#아들맘', '#딸맘', '#애둘맘', '#코로나일상', '#jmt', '#jmtgr', '#예쁜그릇', '#예쁜접시', '#인스타감성', '#홈스타그램', '#살림스타그램', '#줌마그램', '#맘스타그램', '#젊줌마', '#줌마일상', '#초딩맘', '#부산맘', '#해운대맘', '#w스퀘어', '#코코로쏘잉', '#좋아요반사', '#lfl']",2021-01-17,W Square
130,아침부터 자이글로 생선구워봤어요~ 그동안 생선 냄새나서 굽는거 힘들었었는데 요걸로 올려놓고~ 한번씩 뒤집어주면 끝! 아주 편하네요~^^ 자이글 놀이를 언제까지 할지~ㅋㅋ#자이글#생선굽기#아침밥#맛있겠다#코로나일상,"['#자이글', '#생선굽기', '#아침밥', '#맛있겠다', '#코로나일상']",2021-01-17,
131,#byjemnysmom#floralsbyyun#seoul#wedding#랜선웨딩#코로나시기웨딩#서울#웨딩#코로나일상 코로나가 참 많은걸. 새로운걸 보여주네요.서울에서 하는 결혼식을  소파에 앉아서  담요  덥고 실시간으로 보게되네요.저처럼  멀리 사는 사람은 티비를 통해 실시간으로 볼 수 있으니 다행이라고 해야하나..ㅠㅠ텅빈 식장에 마스크 까지  쓰고. .그래도 신랑 신부는 참으로 아름답네요.기억에 남을 결혼식을 한 신랑 신부  행복하세요.,"['#byjemnysmom', '#floralsbyyun', '#seoul', '#wedding', '#랜선웨딩', '#코로나시기웨딩', '#서울', '#웨딩', '#코로나일상']",2021-01-17,"Danville, California"
132,21.1.17#첫줄안녕 #첫줄좋반 #주말#코로나일상#집콕한달넘게집콕하고있으니 이건뭐 답답해서 살수가없네????게을러지는느낌적인느낌인터넷쇼핑만 늘어간다는??????#쿠팡프레시 에서만 구입 가능하다는 #핫도그#실속핫도그 한번먹어보면 두번먹어진다고 소문이낫던데 할인으로떳길래 두세트구매????????#치즈핫도그 #칠리핫도그#바베큐핫도그 엄빠집에한세트주고 우리한세트밥만먹고살수없으니 한끼는 빵으로????ㅡ...#쿠팡새벽배송 좋으네??#로켓프레시 ??#로켓배송#쿠팡이츠#쿠팡로켓배송#쿠팡이츠할인#쿠팡로켓프레시#쿠팡이츠맛집,"['#첫줄안녕', '#첫줄좋반', '#주말', '#코로나일상', '#집콕한달넘게집콕하고있으니', '#쿠팡프레시', '#핫도그', '#실속핫도그', '#치즈핫도그', '#칠리핫도그', '#바베큐핫도그', '#쿠팡새벽배송', '#로켓프레시', '#로켓배송', '#쿠팡이츠', '#쿠팡로켓배송', '#쿠팡이츠할인', '#쿠팡로켓프레시', '#쿠팡이츠맛집']",2021-01-17,
133,#홈캠핑 도전...오늘의 도전 메뉴알탕with 화이트와인(결혼식 답례품 협찬 ㅎㅎ)아들은 엄마가 만들어준 감귤쥬스로~아들이 사랑하는 #연어회그리고 한끼 때우기용 #족발마트족발은 별로야 ㅎ#알탕 굿~이제 끓여서 먹어야겠음 ㅎ#아빠요리사 #주말스타그램 #코로나꺼져 #코로나일상 #아들스타그램 #영서스타그램#감귤쥬스,"['#홈캠핑', '#연어회그리고', '#족발마트족발은', '#알탕', '#아빠요리사', '#주말스타그램', '#코로나꺼져', '#코로나일상', '#아들스타그램', '#영서스타그램', '#감귤쥬스']",2021-01-17,광주광역시
134,#첫줄반사?? .굿모닝 서하 D+1175오늘 아침과 어제의 서하♥? ..#기록 #내딸.이쓰하~ 소이이모가 오늘 눈온댔어..안오면 테러하러 하자 ??.@soyi.k #코로나일상 #가정보육중#딸스타그램 #육아스타그램?? #닭띠아기 #워킹맘스타그램 #맘스타그램 #육아소통환영?? #도치맘그램 #딸바보 #팔불출맘 #내사랑 #주말 #휴일 #주말육아,"['#첫줄반사??', '#기록', '#내딸.이쓰하~', '#코로나일상', '#가정보육중', '#딸스타그램', '#육아스타그램??', '#닭띠아기', '#워킹맘스타그램', '#맘스타그램', '#육아소통환영??', '#도치맘그램', '#딸바보', '#팔불출맘', '#내사랑', '#주말', '#휴일', '#주말육아']",2021-01-17,
135,지난주에 @yangs_beautyshop 에 게시한 다시없을 프로모션 이벤트 오더가 많아서 인원제한으로 이번주말 ~1/24일까지 칼마감합니다. ?이번주까지 등록하시는 분까지 한해서 3개월내 이용하시면 됩니다  상담예약 ??010 7702 0255프로필 하단 카카오채널 채팅 #코로나일상 #바디사우나 #구미마사지 #림프마사지 #힐링이필요해 #다시없을프로모션#다이어트마사지 #면역테라피,"['#코로나일상', '#바디사우나', '#구미마사지', '#림프마사지', '#힐링이필요해', '#다시없을프로모션', '#다이어트마사지', '#면역테라피']",2021-01-17,
136,??빵모닝??.....#프렌치토스트 #마메종,"['#프렌치토스트', '#마메종']",2021-01-17,
137,#만들기오랜만에 #예술혼 불태우신 공주ㅋㅋ#단고당 디저트박스로~루프탑이 있는 카페 + 미술관 완성~엄빠랑 카페 이곳저곳 다녀본 #카페덕후 따님의 디테일에 퐝 터졌네!!헛다니진 않았구나 싶은~~~ㅋㅋㅋ 더 많이 이곳저것 다니고 보고 느끼고 만지고 뛰고 뒹굴고 해야하는데??#코로나없는세상이빨리왔으면 #가여운아이들#코로나꺼져 #코로나일상 #코로나집콕놀이#에뒤아르 #9살 #하채은 #초딩 #아동미술 #창의력 #표현력 #그리기 #만들기 #상상력 #작품 #미술 #ootd #art #아동미술 #자유미술,"['#만들기오랜만에', '#예술혼', '#단고당', '#카페덕후', '#코로나없는세상이빨리왔으면', '#가여운아이들', '#코로나꺼져', '#코로나일상', '#코로나집콕놀이', '#에뒤아르', '#9살', '#하채은', '#초딩', '#아동미술', '#창의력', '#표현력', '#그리기', '#만들기', '#상상력', '#작품', '#미술', '#ootd', '#art', '#아동미술', '#자유미술']",2021-01-17,
138,#단고당살 찌려니 단게 땡기나;;; 가보려고 벼르고 또 벼르다가 결국 코로나 심해져서 못 가본;;#우리동네맛집 #디저트맛집 배달시키기!!#치즈한조각 #레몬타르트 #타르트타탱 #딸기롤케이크 #갸또오쇼콜라 다 굿~~~♡그중에 나는 레몬타르트 딸기롤케이크 강추!!!셋이서 앉은 자리에서 클리어~~!!밥 먹자마자 이러기냐;;;;@dangaotang #다욧파괴자 #디저트카페 #디저트배달 #은평맛집 #연신내맛집 #카페추천 #고퀄디저트 #내다이어트는어디로 #정신차리자 #코로나일상 #디저트배달카페 그래도 가서 먹고싶다ㅠ #간식스타그램 #디저트그램 #당충전,"['#단고당살', '#우리동네맛집', '#디저트맛집', '#치즈한조각', '#레몬타르트', '#타르트타탱', '#딸기롤케이크', '#갸또오쇼콜라', '#다욧파괴자', '#디저트카페', '#디저트배달', '#은평맛집', '#연신내맛집', '#카페추천', '#고퀄디저트', '#내다이어트는어디로', '#정신차리자', '#코로나일상', '#디저트배달카페', '#간식스타그램', '#디저트그램', '#당충전']",2021-01-17,
139,??양파까서 껍데기 버리지 마세요??건강한 양파껍데기만 모아서 식초물에 30분??말려놓고 전기포트에 넣고 끓여먹으면 #만병통치약#다이어트#다이어트효능#만병통치약#양파#양파껍질#새벽출근#2주연장#코로나일상#코로나극복#천안#천안맛집#안주맛집#두정동#먹자골목#단성사,"['#만병통치약', '#다이어트', '#다이어트효능', '#만병통치약', '#양파', '#양파껍질', '#새벽출근', '#2주연장', '#코로나일상', '#코로나극복', '#천안', '#천안맛집', '#안주맛집', '#두정동', '#먹자골목', '#단성사']",2021-01-16,두정동 단성사
140,??'? ???? ????!!????...#supportlocalbusiness #tacowednesday#zinggagrill ??#takeoutonly ??#santaclarita #bulgogitacos ????#sogood ??#enjoythelittlethings #wednesdayfunday ??#withlove ??#cardate#wearyourmask ???#selfiemood ?#mydailylife #동네맛집 #타코맛집 #불고기타코#산타클라리타 #수#줌마일상 #셀카놀이 #점심데이트 #차안에서#남편과데이트 #맛이? #소소한행복 #소소한일상 #줌마일상 #코로나일상 #마스크필수,"['#supportlocalbusiness', '#tacowednesday', '#zinggagrill', '#takeoutonly', '#santaclarita', '#bulgogitacos', '#sogood', '#enjoythelittlethings', '#wednesdayfunday', '#withlove', '#cardate', '#wearyourmask', '#selfiemood', '#mydailylife', '#동네맛집', '#타코맛집', '#불고기타코', '#산타클라리타', '#수', '#줌마일상', '#셀카놀이', '#점심데이트', '#차안에서', '#남편과데이트', '#맛이?', '#소소한행복', '#소소한일상', '#줌마일상', '#코로나일상', '#마스크필수']",2021-01-16,"Santa Clarita, California"
141,일찍 일어나는 새가 맥모닝을 먹는다.??#굿모닝#맥모닝,"['#굿모닝', '#맥모닝']",2021-01-16,
142,토욜 점심시간에 맞춰 건강식으로 먹어야한다며설렁탕과 육계장을... 대체 몇인분을???.솔찍히 말하면 입맛이 없는데 이렇게 챙겨주셔서 잘 회복하고있는듯하다. .너무 감사해 @sohyunaprillee .잠시나마 얼굴봐서 좋았어. .#냉장고자리없다#열심히먹어야지 #보양식#고마와#복받을껴#잘먹을께#코로나일상,"['#냉장고자리없다', '#열심히먹어야지', '#보양식', '#고마와', '#복받을껴', '#잘먹을께', '#코로나일상']",2021-01-16,
143,유치원 안가니.....언제가니...아침7시 첫수유 하고 8시반 모두기상 인나면 아침 간단히 먹고 10시반에 이유식먹이고 11시반에 분유 서하낮잠 12시점심 수호 2시낮잠 낮잠1시간 -2시간그사이 집치우고 설거지하고 돌아서면 밥 밥 밥 이유식하랴 퓨레하랴 휴 맨날 소고기달라는 아들 먹으라는 밥은안먹고 셀카 잔뜩찍어놓고서하넘어질까바 쿠션찾아서 갖다놓고 허리잡아주고 가끔 장난감 뺏어가거나 그럼 살짝 쥐어박는데 그래도 서하는 없으면 안된대 동생밥주거나 기저귀갈거나 하면 놀이가 끊겨서 속상해서 복도에서 혼자 울고 하는데짠하기도하고 그래도 첫째신경많이써주는데도 부족한거같고둘째는 껌딱지병걸려서 등만돌려도 울고 불고 난리 ㅡㅡ언제쯤 편해지나 #애둘일상 #코로나일상 #힘들다보니애들사진도없네 #이제인나자 #아빠언제와 #내생일인데 #뭐똑같은밥순이,"['#애둘일상', '#코로나일상', '#힘들다보니애들사진도없네', '#이제인나자', '#아빠언제와', '#내생일인데', '#뭐똑같은밥순이']",2021-01-16,
144,어느날의기록들청소년저녁 양배추쌈랜치소스도 만들고남편의 최애과자 보리과자살림템만 쇼핑하는요즘#스타우브#살림템#어느날의기록#코로나일상,"['#스타우브', '#살림템', '#어느날의기록', '#코로나일상']",2021-01-16,
145,신랑이  만들어준 홍시샤베트 먹으면서우리식구 블루마블하기?? 나 파산각????...#집콕놀이#블루마블#겨울디저트#홍시샤베트#윤스테이,"['#집콕놀이', '#블루마블', '#겨울디저트', '#홍시샤베트', '#윤스테이']",2021-01-16,
146,컵라면을 즐길 수 있는 ㅋ 괴짜같은 생각^^ 라면을 넣고 전자렌지에 넣어~ 바로 먹을 수 있게다고 생각한 #스타벅스 #스타벅스벤티사이즈 #스타벅스머그 #스타벅스머그컵 #뉴욕여행 #라면컵 #추천컵 #코로나일상 #미국구매대행 #미국막내딸달사장님 #themoremoon,"['#스타벅스', '#스타벅스벤티사이즈', '#스타벅스머그', '#스타벅스머그컵', '#뉴욕여행', '#라면컵', '#추천컵', '#코로나일상', '#미국구매대행', '#미국막내딸달사장님', '#themoremoon']",2021-01-16,
147,토요일저녁...주방마감은...주방정리는....주방용품숨기기잘쓰지않는용품들자주정리해서  비우기..미니멀이 되기위한 반성...고찰?까지진행중 ..미니멀리스트분들 존경합니다..주방마감하는중에아빠랑 책읽는 막둥이~♡딸래미의도촬 ㅎ예쁘다예뻐요..#주말저녁 #주방마감 #미니멀리스트#미니멀라이프 #토요일밤 #자기전 #딸스타그램 #홈스타그램 #미니멀 #맵시멈 #집정리템 #추천해주세요#워킹맘주말 세끼밥하다끝남#집콕주말 #코로나일상,"['#주말저녁', '#주방마감', '#미니멀리스트', '#미니멀라이프', '#토요일밤', '#자기전', '#딸스타그램', '#홈스타그램', '#미니멀', '#맵시멈', '#집정리템', '#추천해주세요', '#워킹맘주말', '#집콕주말', '#코로나일상']",2021-01-16,태전지구
148,"??벤쿠버 홍시?? DAY 8Vancouver is on fire??밴쿠버에서 제일 높은 곳, 엘리자베스 공원 꼭대기에 갔다왔다. (6시였는데 너무 밤같다)집에만 있다가 오랜만에 나가고 싶다는 생각이 들어 잠시 나와보았는데 QE에서 본 다운타운과 north Vancouver 은 마치 불이 타오르는 것 같았다.. 초등학교때부터 고등학교때까지 야경이 보고싶을 때면 계명대 채플관을 갔었는데 그때의 나는 참 행복했었나 보다. 이런곳에 올때마다 생각이 나는 걸 보니??바깥공기도 오랜만에 쐬니 코에 바람 들어가는게 이런 기분이라는 걸 새삼 느꼈다.폰카는 역시 눈으로보는 풍경을 다 담지 못한다. 별도 예쁘고 달도 예쁘고 반짝반짝 빛나는 건물들도 예뻤는데 아쉽다.",[],2021-01-16,
